Order ID,Date,Product,Price,Quantity,Purchase Type,Payment Method
21686,2023-12-02,Burgers,12.99,1086.56,Online,Cash
21687,2023-12-02,Chicken Sandwiches,9.95,372.98,Drive-thru,Credit Card
21688,2023-12-02,Fries,3.49,1108.04,Drive-thru,Credit Card
21689,2023-12-02,Beverages,2.95,1111.53,In-store,Cash
21690,2023-12-02,Sides & Other,4.99,336.0,Drive-thru,Credit Card
21691,2023-12-03,Burgers,12.99,933.96,Drive-thru,Cash
21692,2023-12-03,Chicken Sandwiches,9.95,338.18,In-store,Cash
21693,2023-12-03,Fries,3.49,1046.05,Drive-thru,Credit Card
21694,2023-12-03,Beverages,2.95,939.32,Drive-thru,Credit Card
21695,2023-12-03,Sides & Other,4.99,322.05,Online,Credit Card
21696,2023-12-04,Burgers,12.99,819.92,Drive-thru,Credit Card
21697,2023-12-04,Chicken Sandwiches,9.95,248.69,In-store,Credit Card
21698,2023-12-04,Fries,3.49,742.95,In-store,Credit Card
21699,2023-12-04,Beverages,2.95,794.3,In-store,Cash
21700,2023-12-04,Sides & Other,4.99,252.93,In-store,Cash
21701,2023-12-05,Burgers,12.99,735.38,In-store,Credit Card
21702,2023-12-05,Chicken Sandwiches,9.95,300.63,Drive-thru,Credit Card
21703,2023-12-05,Fries,3.49,830.71,Online,Credit Card
21704,2023-12-05,Beverages,2.95,840.7,In-store,Cash
21705,2023-12-05,Sides & Other,4.99,269.39,Online,Cash
21706,2023-12-06,Burgers,12.99,730.43,Drive-thru,Credit Card
21707,2023-12-06,Chicken Sandwiches,9.95,322.13,In-store,Cash
21708,2023-12-06,Fries,3.49,938.89,Drive-thru,Credit Card
21709,2023-12-06,Beverages,2.95,839.97,In-store,Credit Card
21710,2023-12-06,Sides & Other,4.99,231.59,Online,Credit Card
21711,2023-12-07,Burgers,12.99,829.87,In-store,Credit Card
21712,2023-12-07,Chicken Sandwiches,9.95,297.57,In-store,Credit Card
21713,2023-12-07,Fries,3.49,731.38,In-store,Cash
21714,2023-12-07,Beverages,2.95,875.45,In-store,Cash
21715,2023-12-07,Sides & Other,4.99,248.08,In-store,Cash
21716,2023-12-08,Burgers,12.99,852.78,In-store,Gift Card
21717,2023-12-08,Chicken Sandwiches,9.95,358.32,Drive-thru,Credit Card
21718,2023-12-08,Fries,3.49,979.56,In-store,Credit Card
21719,2023-12-08,Beverages,2.95,1001.02,Drive-thru,Gift Card
21720,2023-12-08,Sides & Other,4.99,289.6,In-store,Cash
21721,2023-12-09,Burgers,12.99,1021.88,In-store,Credit Card
21722,2023-12-09,Chicken Sandwiches,9.95,381.24,Online,Credit Card
21723,2023-12-09,Fries,3.49,1143.65,In-store,Gift Card
21724,2023-12-09,Beverages,2.95,1127.16,Online,Cash
21725,2023-12-09,Sides & Other,4.99,302.98,Online,Credit Card
21726,2023-12-10,Burgers,12.99,977.41,Drive-thru,Credit Card
21727,2023-12-10,Chicken Sandwiches,9.95,335.94,Online,Credit Card
21728,2023-12-10,Fries,3.49,1042.25,In-store,Cash
21729,2023-12-10,Beverages,2.95,1012.52,Online,Cash
21730,2023-12-10,Sides & Other,4.99,397.89,In-store,Credit Card
21731,2023-12-11,Burgers,12.99,673.2,In-store,Credit Card
21732,2023-12-11,Chicken Sandwiches,9.95,267.24,Drive-thru,Cash
21733,2023-12-11,Fries,3.49,773.81,Online,Credit Card
21734,2023-12-11,Beverages,2.95,767.09,Online,Credit Card
21735,2023-12-11,Sides & Other,4.99,274.36,In-store,Credit Card
21736,2023-12-12,Burgers,12.99,597.57,In-store,Credit Card
21737,2023-12-12,Chicken Sandwiches,9.95,255.23,Drive-thru,Cash
21738,2023-12-12,Fries,3.49,748.29,Online,Cash
21739,2023-12-12,Beverages,2.95,835.21,Drive-thru,Gift Card
21740,2023-12-12,Sides & Other,4.99,315.79,Drive-thru,Credit Card
21741,2023-12-13,Burgers,12.99,740.52,Drive-thru,Cash
21742,2023-12-13,Chicken Sandwiches,9.95,296.07,In-store,Cash
21743,2023-12-13,Fries,3.49,845.65,In-store,Credit Card
21744,2023-12-13,Beverages,2.95,886.83,Drive-thru,Credit Card
21745,2023-12-13,Sides & Other,4.99,233.36,Online,Cash
21746,2023-12-14,Burgers,12.99,765.8,Online,Credit Card
21747,2023-12-14,Chicken Sandwiches,9.95,331.51,Drive-thru,Credit Card
21748,2023-12-14,Fries,3.49,867.62,Online,Gift Card
21749,2023-12-14,Beverages,2.95,851.63,Online,Credit Card
21750,2023-12-14,Sides & Other,4.99,305.76,Drive-thru,Credit Card
21751,2023-12-15,Burgers,12.99,631.19,Online,Credit Card
21752,2023-12-15,Chicken Sandwiches,9.95,370.64,In-store,Cash
21753,2023-12-15,Fries,3.49,930.07,In-store,Credit Card
21754,2023-12-15,Beverages,2.95,895.26,In-store,Cash
21755,2023-12-15,Sides & Other,4.99,330.48,In-store,Gift Card
21756,2023-12-16,Burgers,12.99,1104.39,In-store,Credit Card
21757,2023-12-16,Chicken Sandwiches,9.95,386.16,Drive-thru,Cash
21758,2023-12-16,Fries,3.49,1157.83,In-store,Credit Card
21759,2023-12-16,Beverages,2.95,1174.08,Drive-thru,Credit Card
21760,2023-12-16,Sides & Other,4.99,412.81,In-store,Cash
21761,2023-12-17,Burgers,12.99,1025.62,Drive-thru,Credit Card
21762,2023-12-17,Chicken Sandwiches,9.95,382.66,Drive-thru,Credit Card
21763,2023-12-17,Fries,3.49,998.2,Drive-thru,Gift Card
21764,2023-12-17,Beverages,2.95,928.39,In-store,Credit Card
21765,2023-12-17,Sides & Other,4.99,305.55,In-store,Credit Card
21766,2023-12-18,Burgers,12.99,631.15,Drive-thru,Cash
21767,2023-12-18,Chicken Sandwiches,9.95,339.06,Drive-thru,Cash
21768,2023-12-18,Fries,3.49,766.47,Drive-thru,Credit Card
21769,2023-12-18,Beverages,2.95,781.29,Online,Credit Card
21770,2023-12-18,Sides & Other,4.99,265.77,In-store,Cash
21771,2023-12-19,Burgers,12.99,713.87,Online,Credit Card
21772,2023-12-19,Chicken Sandwiches,9.95,336.11,Drive-thru,Cash
21773,2023-12-19,Fries,3.49,769.84,In-store,Credit Card
21774,2023-12-19,Beverages,2.95,809.22,In-store,Cash
21775,2023-12-19,Sides & Other,4.99,228.29,Drive-thru,Credit Card
21776,2023-12-20,Burgers,12.99,650.87,Drive-thru,Credit Card
21777,2023-12-20,Chicken Sandwiches,9.95,282.35,Online,Credit Card
21778,2023-12-20,Fries,3.49,840.2,In-store,Cash
21779,2023-12-20,Beverages,2.95,829.22,Drive-thru,Credit Card
21780,2023-12-20,Sides & Other,4.99,242.18,In-store,Gift Card
21781,2023-12-21,Burgers,12.99,644.51,Online,Cash
21782,2023-12-21,Chicken Sandwiches,9.95,298.73,Online,Credit Card
21783,2023-12-21,Fries,3.49,765.41,Drive-thru,Gift Card
21784,2023-12-21,Beverages,2.95,872.28,In-store,Credit Card
21785,2023-12-21,Sides & Other,4.99,271.28,Drive-thru,Credit Card
21786,2023-12-22,Burgers,12.99,736.84,Online,Cash
21787,2023-12-22,Chicken Sandwiches,9.95,335.48,Drive-thru,Cash
21788,2023-12-22,Fries,3.49,924.32,Online,Credit Card
21789,2023-12-22,Beverages,2.95,984.77,Drive-thru,Cash
21790,2023-12-22,Sides & Other,4.99,366.28,In-store,Credit Card
21791,2023-12-23,Burgers,12.99,792.91,Drive-thru,Gift Card
21792,2023-12-23,Chicken Sandwiches,9.95,396.32,Drive-thru,Credit Card
21793,2023-12-23,Fries,3.49,1084.1,Online,Gift Card
21794,2023-12-23,Beverages,2.95,1129.79,Online,Credit Card
21795,2023-12-23,Sides & Other,4.99,359.04,Online,Gift Card
21796,2023-12-24,Burgers,12.99,817.46,In-store,Credit Card
21797,2023-12-24,Chicken Sandwiches,9.95,343.87,In-store,Cash
21798,2023-12-24,Fries,3.49,945.8,Drive-thru,Credit Card
21799,2023-12-24,Beverages,2.95,1042.79,Drive-thru,Gift Card
21800,2023-12-24,Sides & Other,4.99,317.4,Drive-thru,Gift Card
21801,2023-12-25,Burgers,12.99,1144.3,Drive-thru,Credit Card
21802,2023-12-25,Chicken Sandwiches,9.95,385.65,Drive-thru,Credit Card
21803,2023-12-25,Fries,3.49,1038.11,In-store,Cash
21804,2023-12-25,Beverages,2.95,1017.47,Online,Cash
21805,2023-12-25,Sides & Other,4.99,258.22,Online,Cash
21806,2023-12-26,Burgers,12.99,599.82,Drive-thru,Credit Card
21807,2023-12-26,Chicken Sandwiches,9.95,294.1,In-store,Credit Card
21808,2023-12-26,Fries,3.49,824.61,Drive-thru,Cash
21809,2023-12-26,Beverages,2.95,748.15,Drive-thru,Credit Card
21810,2023-12-26,Sides & Other,4.99,286.7,Drive-thru,Cash
21811,2023-12-27,Burgers,12.99,712.6,In-store,Cash
21812,2023-12-27,Chicken Sandwiches,9.95,305.85,Online,Cash
21813,2023-12-27,Fries,3.49,924.23,In-store,Credit Card
21814,2023-12-27,Beverages,2.95,877.24,Drive-thru,Credit Card
21815,2023-12-27,Sides & Other,4.99,258.1,Drive-thru,Credit Card
21816,2023-12-28,Burgers,12.99,682.5,In-store,Credit Card
21817,2023-12-28,Chicken Sandwiches,9.95,234.65,Online,Cash
21818,2023-12-28,Fries,3.49,805.44,In-store,Cash
21819,2023-12-28,Beverages,2.95,837.12,In-store,Cash
21820,2023-12-28,Sides & Other,4.99,231.12,In-store,Gift Card
21821,2023-12-29,Burgers,12.99,849.32,Drive-thru,Gift Card
21822,2023-12-29,Chicken Sandwiches,9.95,349.23,Drive-thru,Cash
21823,2023-12-29,Fries,3.49,955.22,In-store,Cash
21824,2023-12-29,Beverages,2.95,944.42,Online,Credit Card
21825,2023-12-29,Sides & Other,4.99,315.69,Drive-thru,Gift Card
21826,2023-12-30,Burgers,12.99,1015.06,In-store,Gift Card
21827,2023-12-30,Chicken Sandwiches,9.95,347.78,Online,Credit Card
21828,2023-12-30,Fries,3.49,1188.17,Drive-thru,Credit Card
21829,2023-12-30,Beverages,2.95,1093.56,In-store,Cash
21830,2023-12-30,Sides & Other,4.99,349.55,Online,Gift Card
21831,2023-12-31,Burgers,12.99,1322.35,Online,Gift Card
21832,2023-12-31,Chicken Sandwiches,9.95,509.68,Drive-thru,Cash
21833,2023-12-31,Fries,3.49,1471.36,Online,Cash
21834,2023-12-31,Beverages,2.95,1412.73,Drive-thru,Cash
21835,2023-12-31,Sides & Other,4.99,405.05,Online,Credit Card
21836,2024-01-01,Burgers,12.99,718.93,In-store,Cash
21837,2024-01-01,Chicken Sandwiches,9.95,249.46,In-store,Credit Card
21838,2024-01-01,Fries,3.49,810.74,Drive-thru,Credit Card
21839,2024-01-01,Beverages,2.95,788.93,In-store,Cash
21840,2024-01-01,Sides & Other,4.99,249.04,In-store,Cash
21841,2024-01-02,Burgers,12.99,459.58,In-store,Credit Card
21842,2024-01-02,Chicken Sandwiches,9.95,152.89,Drive-thru,Credit Card
21843,2024-01-02,Fries,3.49,522.14,In-store,Credit Card
21844,2024-01-02,Beverages,2.95,531.86,In-store,Gift Card
21845,2024-01-02,Sides & Other,4.99,175.85,Drive-thru,Cash
21846,2024-01-03,Burgers,12.99,440.34,Drive-thru,Cash
21847,2024-01-03,Chicken Sandwiches,9.95,225.5,In-store,Cash
21848,2024-01-03,Fries,3.49,538.7,In-store,Credit Card
21849,2024-01-03,Beverages,2.95,580.8,In-store,Credit Card
21850,2024-01-03,Sides & Other,4.99,191.88,Drive-thru,Credit Card
21851,2024-01-04,Burgers,12.99,458.77,Drive-thru,Credit Card
21852,2024-01-04,Chicken Sandwiches,9.95,235.95,In-store,Credit Card
21853,2024-01-04,Fries,3.49,527.44,In-store,Credit Card
21854,2024-01-04,Beverages,2.95,579.6,In-store,Cash
21855,2024-01-04,Sides & Other,4.99,206.41,Drive-thru,Gift Card
21856,2024-01-05,Burgers,12.99,526.23,Online,Gift Card
21857,2024-01-05,Chicken Sandwiches,9.95,262.31,In-store,Cash
21858,2024-01-05,Fries,3.49,643.88,In-store,Gift Card
21859,2024-01-05,Beverages,2.95,649.21,Drive-thru,Cash
21860,2024-01-05,Sides & Other,4.99,215.8,Online,Cash
21861,2024-01-06,Burgers,12.99,628.54,In-store,Gift Card
21862,2024-01-06,Chicken Sandwiches,9.95,281.02,Online,Credit Card
21863,2024-01-06,Fries,3.49,774.53,Drive-thru,Credit Card
21864,2024-01-06,Beverages,2.95,670.6,Online,Cash
21865,2024-01-06,Sides & Other,4.99,278.34,In-store,Cash
21866,2024-01-07,Burgers,12.99,483.43,In-store,Credit Card
21867,2024-01-07,Chicken Sandwiches,9.95,260.44,Online,Credit Card
21868,2024-01-07,Fries,3.49,716.56,Drive-thru,Gift Card
21869,2024-01-07,Beverages,2.95,627.24,In-store,Gift Card
21870,2024-01-07,Sides & Other,4.99,201.35,Drive-thru,Credit Card
21871,2024-01-08,Burgers,12.99,401.65,In-store,Cash
21872,2024-01-08,Chicken Sandwiches,9.95,179.52,Online,Gift Card
21873,2024-01-08,Fries,3.49,513.27,In-store,Credit Card
21874,2024-01-08,Beverages,2.95,530.17,Drive-thru,Cash
21875,2024-01-08,Sides & Other,4.99,197.12,Online,Cash
21876,2024-01-09,Burgers,12.99,529.51,Drive-thru,Gift Card
21877,2024-01-09,Chicken Sandwiches,9.95,178.6,Drive-thru,Credit Card
21878,2024-01-09,Fries,3.49,533.23,In-store,Credit Card
21879,2024-01-09,Beverages,2.95,491.53,In-store,Credit Card
21880,2024-01-09,Sides & Other,4.99,152.59,Online,Cash
21881,2024-01-10,Burgers,12.99,536.57,Drive-thru,Credit Card
21882,2024-01-10,Chicken Sandwiches,9.95,232.68,In-store,Credit Card
21883,2024-01-10,Fries,3.49,526.04,Drive-thru,Credit Card
21884,2024-01-10,Beverages,2.95,543.47,In-store,Cash
21885,2024-01-10,Sides & Other,4.99,180.38,Drive-thru,Cash
21886,2024-01-11,Burgers,12.99,503.51,Drive-thru,Cash
21887,2024-01-11,Chicken Sandwiches,9.95,182.93,Drive-thru,Cash
21888,2024-01-11,Fries,3.49,583.08,In-store,Gift Card
21889,2024-01-11,Beverages,2.95,546.31,In-store,Cash
21890,2024-01-11,Sides & Other,4.99,180.68,In-store,Credit Card
21891,2024-01-12,Burgers,12.99,593.81,Online,Credit Card
21892,2024-01-12,Chicken Sandwiches,9.95,229.62,In-store,Cash
21893,2024-01-12,Fries,3.49,636.51,Drive-thru,Cash
21894,2024-01-12,Beverages,2.95,638.27,In-store,Credit Card
21895,2024-01-12,Sides & Other,4.99,205.63,Online,Cash
21896,2024-01-13,Burgers,12.99,613.74,Online,Credit Card
21897,2024-01-13,Chicken Sandwiches,9.95,252.49,Drive-thru,Gift Card
21898,2024-01-13,Fries,3.49,810.54,Online,Cash
21899,2024-01-13,Beverages,2.95,742.35,In-store,Gift Card
21900,2024-01-13,Sides & Other,4.99,225.63,Drive-thru,Cash
21901,2024-01-14,Burgers,12.99,617.89,In-store,Credit Card
21902,2024-01-14,Chicken Sandwiches,9.95,227.37,Drive-thru,Cash
21903,2024-01-14,Fries,3.49,718.45,Online,Credit Card
21904,2024-01-14,Beverages,2.95,668.43,Online,Gift Card
21905,2024-01-14,Sides & Other,4.99,210.43,In-store,Credit Card
21906,2024-01-15,Burgers,12.99,517.74,Drive-thru,Cash
21907,2024-01-15,Chicken Sandwiches,9.95,169.32,In-store,Credit Card
21908,2024-01-15,Fries,3.49,536.09,Online,Credit Card
21909,2024-01-15,Beverages,2.95,535.45,In-store,Cash
21910,2024-01-15,Sides & Other,4.99,186.89,Online,Gift Card
21911,2024-01-16,Burgers,12.99,544.97,Online,Gift Card
21912,2024-01-16,Chicken Sandwiches,9.95,233.04,In-store,Cash
21913,2024-01-16,Fries,3.49,560.92,In-store,Credit Card
21914,2024-01-16,Beverages,2.95,541.12,In-store,Cash
21915,2024-01-16,Sides & Other,4.99,128.63,Drive-thru,Credit Card
21916,2024-01-17,Burgers,12.99,463.77,In-store,Cash
21917,2024-01-17,Chicken Sandwiches,9.95,183.38,In-store,Cash
21918,2024-01-17,Fries,3.49,547.14,Online,Credit Card
21919,2024-01-17,Beverages,2.95,553.62,In-store,Cash
21920,2024-01-17,Sides & Other,4.99,169.08,In-store,Cash
21921,2024-01-18,Burgers,12.99,394.39,Drive-thru,Credit Card
21922,2024-01-18,Chicken Sandwiches,9.95,214.88,In-store,Credit Card
21923,2024-01-18,Fries,3.49,531.6,In-store,Credit Card
21924,2024-01-18,Beverages,2.95,563.35,In-store,Cash
21925,2024-01-18,Sides & Other,4.99,233.62,In-store,Cash
21926,2024-01-19,Burgers,12.99,512.41,In-store,Cash
21927,2024-01-19,Chicken Sandwiches,9.95,169.78,Online,Credit Card
21928,2024-01-19,Fries,3.49,642.46,In-store,Credit Card
21929,2024-01-19,Beverages,2.95,671.54,Drive-thru,Credit Card
21930,2024-01-19,Sides & Other,4.99,265.29,Drive-thru,Cash
21931,2024-01-20,Burgers,12.99,559.77,Online,Credit Card
21932,2024-01-20,Chicken Sandwiches,9.95,272.64,Drive-thru,Credit Card
21933,2024-01-20,Fries,3.49,718.24,Online,Credit Card
21934,2024-01-20,Beverages,2.95,721.63,In-store,Credit Card
21935,2024-01-20,Sides & Other,4.99,322.5,Drive-thru,Credit Card
21936,2024-01-21,Burgers,12.99,492.52,Drive-thru,Credit Card
21937,2024-01-21,Chicken Sandwiches,9.95,241.59,Drive-thru,Gift Card
21938,2024-01-21,Fries,3.49,689.81,Drive-thru,Cash
21939,2024-01-21,Beverages,2.95,688.63,Online,Credit Card
21940,2024-01-21,Sides & Other,4.99,216.57,Online,Credit Card
21941,2024-01-22,Burgers,12.99,464.46,In-store,Cash
21942,2024-01-22,Chicken Sandwiches,9.95,176.18,Drive-thru,Credit Card
21943,2024-01-22,Fries,3.49,531.53,In-store,Cash
21944,2024-01-22,Beverages,2.95,505.48,In-store,Cash
21945,2024-01-22,Sides & Other,4.99,181.06,Drive-thru,Cash
21946,2024-01-23,Burgers,12.99,448.52,Online,Cash
21947,2024-01-23,Chicken Sandwiches,9.95,196.91,In-store,Cash
21948,2024-01-23,Fries,3.49,539.12,In-store,Credit Card
21949,2024-01-23,Beverages,2.95,555.32,Online,Cash
21950,2024-01-23,Sides & Other,4.99,170.76,Online,Cash
21951,2024-01-24,Burgers,12.99,404.35,Drive-thru,Credit Card
21952,2024-01-24,Chicken Sandwiches,9.95,225.42,In-store,Credit Card
21953,2024-01-24,Fries,3.49,537.34,In-store,Credit Card
21954,2024-01-24,Beverages,2.95,542.01,In-store,Credit Card
21955,2024-01-24,Sides & Other,4.99,165.95,Online,Credit Card
21956,2024-01-25,Burgers,12.99,556.35,Drive-thru,Credit Card
21957,2024-01-25,Chicken Sandwiches,9.95,155.73,In-store,Gift Card
21958,2024-01-25,Fries,3.49,676.43,In-store,Cash
21959,2024-01-25,Beverages,2.95,582.87,Drive-thru,Cash
21960,2024-01-25,Sides & Other,4.99,186.71,Online,Credit Card
21961,2024-01-26,Burgers,12.99,560.42,Drive-thru,Credit Card
21962,2024-01-26,Chicken Sandwiches,9.95,236.2,Drive-thru,Credit Card
21963,2024-01-26,Fries,3.49,674.39,Drive-thru,Cash
21964,2024-01-26,Beverages,2.95,659.01,Drive-thru,Credit Card
21965,2024-01-26,Sides & Other,4.99,224.4,Online,Cash
21966,2024-01-27,Burgers,12.99,642.59,In-store,Gift Card
21967,2024-01-27,Chicken Sandwiches,9.95,254.13,Drive-thru,Credit Card
21968,2024-01-27,Fries,3.49,732.28,Drive-thru,Cash
21969,2024-01-27,Beverages,2.95,718.87,In-store,Credit Card
21970,2024-01-27,Sides & Other,4.99,272.72,In-store,Cash
21971,2024-01-28,Burgers,12.99,612.0,In-store,Credit Card
21972,2024-01-28,Chicken Sandwiches,9.95,164.28,In-store,Cash
21973,2024-01-28,Fries,3.49,697.45,In-store,Credit Card
21974,2024-01-28,Beverages,2.95,663.5,Online,Cash
21975,2024-01-28,Sides & Other,4.99,213.08,Drive-thru,Credit Card
21976,2024-01-29,Burgers,12.99,433.52,In-store,Credit Card
21977,2024-01-29,Chicken Sandwiches,9.95,204.79,Online,Credit Card
21978,2024-01-29,Fries,3.49,553.0,In-store,Cash
21979,2024-01-29,Beverages,2.95,496.03,In-store,Cash
21980,2024-01-29,Sides & Other,4.99,176.06,In-store,Cash
21981,2024-01-30,Burgers,12.99,420.9,In-store,Credit Card
21982,2024-01-30,Chicken Sandwiches,9.95,162.67,In-store,Gift Card
21983,2024-01-30,Fries,3.49,519.59,Drive-thru,Cash
21984,2024-01-30,Beverages,2.95,549.33,In-store,Cash
21985,2024-01-30,Sides & Other,4.99,194.95,Drive-thru,Credit Card
21986,2024-01-31,Burgers,12.99,514.76,In-store,Credit Card
21987,2024-01-31,Chicken Sandwiches,9.95,214.41,Online,Gift Card
21988,2024-01-31,Fries,3.49,586.25,In-store,Cash
21989,2024-01-31,Beverages,2.95,542.3,Drive-thru,Cash
21990,2024-01-31,Sides & Other,4.99,192.0,Online,Credit Card
21991,2024-02-01,Burgers,12.99,549.86,Drive-thru,Credit Card
21992,2024-02-01,Chicken Sandwiches,9.95,221.47,Drive-thru,Credit Card
21993,2024-02-01,Fries,3.49,633.87,In-store,Cash
21994,2024-02-01,Beverages,2.95,611.22,In-store,Credit Card
21995,2024-02-01,Sides & Other,4.99,197.59,In-store,Credit Card
21996,2024-02-02,Burgers,12.99,647.92,Online,Cash
21997,2024-02-02,Chicken Sandwiches,9.95,235.72,In-store,Credit Card
21998,2024-02-02,Fries,3.49,643.74,In-store,Credit Card
21999,2024-02-02,Beverages,2.95,677.42,Drive-thru,Credit Card
22000,2024-02-02,Sides & Other,4.99,193.98,Online,Cash
22001,2024-02-03,Burgers,12.99,618.45,In-store,Credit Card
22002,2024-02-03,Chicken Sandwiches,9.95,263.22,In-store,Cash
22003,2024-02-03,Fries,3.49,731.86,Online,Gift Card
22004,2024-02-03,Beverages,2.95,760.99,Online,Cash
22005,2024-02-03,Sides & Other,4.99,179.91,Drive-thru,Credit Card
22006,2024-02-04,Burgers,12.99,614.03,In-store,Cash
22007,2024-02-04,Chicken Sandwiches,9.95,242.56,In-store,Cash
22008,2024-02-04,Fries,3.49,663.26,Online,Credit Card
22009,2024-02-04,Beverages,2.95,719.76,Drive-thru,Cash
22010,2024-02-04,Sides & Other,4.99,251.39,Online,Cash
22011,2024-02-05,Burgers,12.99,394.58,In-store,Credit Card
22012,2024-02-05,Chicken Sandwiches,9.95,174.26,Drive-thru,Credit Card
22013,2024-02-05,Fries,3.49,518.7,Online,Credit Card
22014,2024-02-05,Beverages,2.95,523.77,Online,Credit Card
22015,2024-02-05,Sides & Other,4.99,193.37,In-store,Cash
22016,2024-02-06,Burgers,12.99,474.92,Online,Cash
22017,2024-02-06,Chicken Sandwiches,9.95,189.95,In-store,Credit Card
22018,2024-02-06,Fries,3.49,493.64,Drive-thru,Cash
22019,2024-02-06,Beverages,2.95,578.89,In-store,Credit Card
22020,2024-02-06,Sides & Other,4.99,147.86,In-store,Cash
22021,2024-02-07,Burgers,12.99,512.66,In-store,Gift Card
22022,2024-02-07,Chicken Sandwiches,9.95,211.39,In-store,Credit Card
22023,2024-02-07,Fries,3.49,640.01,In-store,Cash
22024,2024-02-07,Beverages,2.95,559.93,Online,Credit Card
22025,2024-02-07,Sides & Other,4.99,108.71,Online,Credit Card
22026,2024-02-08,Burgers,12.99,518.89,In-store,Cash
22027,2024-02-08,Chicken Sandwiches,9.95,243.58,In-store,Credit Card
22028,2024-02-08,Fries,3.49,635.66,In-store,Cash
22029,2024-02-08,Beverages,2.95,598.54,Drive-thru,Gift Card
22030,2024-02-08,Sides & Other,4.99,175.36,Drive-thru,Cash
22031,2024-02-09,Burgers,12.99,632.73,In-store,Cash
22032,2024-02-09,Chicken Sandwiches,9.95,212.71,In-store,Credit Card
22033,2024-02-09,Fries,3.49,699.62,In-store,Credit Card
22034,2024-02-09,Beverages,2.95,696.97,Drive-thru,Cash
22035,2024-02-09,Sides & Other,4.99,248.71,Drive-thru,Credit Card
22036,2024-02-10,Burgers,12.99,842.76,Online,Credit Card
22037,2024-02-10,Chicken Sandwiches,9.95,277.97,In-store,Credit Card
22038,2024-02-10,Fries,3.49,745.05,Online,Credit Card
22039,2024-02-10,Beverages,2.95,770.33,In-store,Credit Card
22040,2024-02-10,Sides & Other,4.99,184.18,In-store,Credit Card
22041,2024-02-11,Burgers,12.99,840.31,In-store,Gift Card
22042,2024-02-11,Chicken Sandwiches,9.95,348.49,Drive-thru,Cash
22043,2024-02-11,Fries,3.49,1013.45,Drive-thru,Cash
22044,2024-02-11,Beverages,2.95,1056.83,Online,Cash
22045,2024-02-11,Sides & Other,4.99,294.95,Drive-thru,Credit Card
22046,2024-02-12,Burgers,12.99,520.69,In-store,Cash
22047,2024-02-12,Chicken Sandwiches,9.95,189.09,Online,Credit Card
22048,2024-02-12,Fries,3.49,543.71,In-store,Cash
22049,2024-02-12,Beverages,2.95,538.08,Drive-thru,Credit Card
22050,2024-02-12,Sides & Other,4.99,177.02,In-store,Credit Card
22051,2024-02-13,Burgers,12.99,523.54,In-store,Credit Card
22052,2024-02-13,Chicken Sandwiches,9.95,177.85,In-store,Gift Card
22053,2024-02-13,Fries,3.49,539.39,Online,Credit Card
22054,2024-02-13,Beverages,2.95,556.21,In-store,Cash
22055,2024-02-13,Sides & Other,4.99,145.19,Drive-thru,Cash
22056,2024-02-14,Burgers,12.99,609.04,In-store,Credit Card
22057,2024-02-14,Chicken Sandwiches,9.95,254.11,In-store,Cash
22058,2024-02-14,Fries,3.49,809.39,Online,Credit Card
22059,2024-02-14,Beverages,2.95,779.85,Online,Credit Card
22060,2024-02-14,Sides & Other,4.99,251.45,Drive-thru,Credit Card
22061,2024-02-15,Burgers,12.99,552.39,Online,Cash
22062,2024-02-15,Chicken Sandwiches,9.95,202.63,In-store,Credit Card
22063,2024-02-15,Fries,3.49,605.3,In-store,Credit Card
22064,2024-02-15,Beverages,2.95,590.58,In-store,Gift Card
22065,2024-02-15,Sides & Other,4.99,195.32,Online,Gift Card
22066,2024-02-16,Burgers,12.99,552.43,Online,Cash
22067,2024-02-16,Chicken Sandwiches,9.95,177.1,Drive-thru,Cash
22068,2024-02-16,Fries,3.49,674.5,Online,Cash
22069,2024-02-16,Beverages,2.95,723.79,Online,Cash
22070,2024-02-16,Sides & Other,4.99,244.65,Online,Credit Card
22071,2024-02-17,Burgers,12.99,725.59,In-store,Cash
22072,2024-02-17,Chicken Sandwiches,9.95,301.15,In-store,Credit Card
22073,2024-02-17,Fries,3.49,772.85,In-store,Cash
22074,2024-02-17,Beverages,2.95,777.69,Online,Cash
22075,2024-02-17,Sides & Other,4.99,223.65,In-store,Credit Card
22076,2024-02-18,Burgers,12.99,582.65,Online,Cash
22077,2024-02-18,Chicken Sandwiches,9.95,257.88,In-store,Cash
22078,2024-02-18,Fries,3.49,748.59,In-store,Credit Card
22079,2024-02-18,Beverages,2.95,695.8,Drive-thru,Cash
22080,2024-02-18,Sides & Other,4.99,208.21,In-store,Gift Card
22081,2024-02-19,Burgers,12.99,515.79,Drive-thru,Credit Card
22082,2024-02-19,Chicken Sandwiches,9.95,220.85,Online,Credit Card
22083,2024-02-19,Fries,3.49,546.14,Online,Cash
22084,2024-02-19,Beverages,2.95,541.25,Online,Credit Card
22085,2024-02-19,Sides & Other,4.99,175.89,In-store,Cash
22086,2024-02-20,Burgers,12.99,425.91,Online,Credit Card
22087,2024-02-20,Chicken Sandwiches,9.95,185.06,In-store,Credit Card
22088,2024-02-20,Fries,3.49,556.74,Drive-thru,Credit Card
22089,2024-02-20,Beverages,2.95,552.6,In-store,Gift Card
22090,2024-02-20,Sides & Other,4.99,215.28,Drive-thru,Cash
22091,2024-02-21,Burgers,12.99,526.06,Drive-thru,Cash
